2023-05-03 15:15:05,738 INFO [EmbeddedJettyServer] alpine-executable-war v2.2.1 (6173d3cb-4046-4864-940a-4bfe16cdd291) built on: 2023-04-12T21:19:03Z
2023-05-03 22:12:42,712 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2019.meta
2023-05-03 22:12:42,800 INFO [NistMirrorTask] Downloading...
2023-05-03 22:12:42,804 INFO [NistMirrorTask] Retrieval of nvdcve-1.1-2018.json.gz not necessary. Will use modified feed for updates.
2023-05-03 22:12:42,804 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2018.meta
2023-05-03 22:12:42,893 INFO [NistMirrorTask] Downloading...
2023-05-03 22:12:42,896 INFO [NistMirrorTask] Retrieval of nvdcve-1.1-2017.json.gz not necessary. Will use modified feed for updates.
2023-05-03 22:12:42,897 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2017.meta
2023-05-03 22:12:42,986 INFO [NistMirrorTask] Downloading...
2023-05-03 22:12:42,990 INFO [NistMirrorTask] Retrieval of nvdcve-1.1-2016.json.gz not necessary. Will use modified feed for updates.
2023-05-03 22:12:42,991 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2016.meta
2023-05-03 22:12:43,080 INFO [NistMirrorTask] Downloading...
2023-05-03 22:12:43,084 INFO [NistMirrorTask] Retrieval of nvdcve-1.1-2015.json.gz not necessary. Will use modified feed for updates.
2023-05-03 22:12:43,085 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2015.meta
2023-05-03 22:12:43,177 INFO [NistMirrorTask] Downloading...
2023-05-03 22:12:43,181 INFO [NistMirrorTask] Retrieval of nvdcve-1.1-2014.json.gz not necessary. Will use modified feed for updates.
2023-05-03 22:12:43,181 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2014.meta
2023-05-03 22:12:43,271 INFO [NistMirrorTask] Downloading...
2023-05-03 22:12:43,274 INFO [NistMirrorTask] Retrieval of nvdcve-1.1-2013.json.gz not necessary. Will use modified feed for updates.
2023-05-03 22:12:43,274 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2013.meta
2023-05-03 22:12:43,362 INFO [NistMirrorTask] Downloading...
2023-05-03 22:12:43,365 INFO [NistMirrorTask] Retrieval of nvdcve-1.1-2012.json.gz not necessary. Will use modified feed for updates.
2023-05-03 22:12:43,366 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2012.meta
2023-05-03 22:12:43,455 INFO [NistMirrorTask] Downloading...
2023-05-03 22:12:43,459 INFO [NistMirrorTask] Retrieval of nvdcve-1.1-2011.json.gz not necessary. Will use modified feed for updates.
2023-05-03 22:12:43,460 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2011.meta
2023-05-03 22:12:43,551 INFO [NistMirrorTask] Downloading...
2023-05-03 22:12:43,554 INFO [NistMirrorTask] Retrieval of nvdcve-1.1-2010.json.gz not necessary. Will use modified feed for updates.
2023-05-03 22:12:43,555 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2010.meta
2023-05-03 22:12:43,643 INFO [NistMirrorTask] Downloading...
2023-05-03 22:12:43,646 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2009.json.gz
2023-05-03 22:12:43,824 INFO [NistMirrorTask] Downloading...
2023-05-03 22:12:44,381 INFO [NistMirrorTask] Uncompressing nvdcve-1.1-2009.json.gz
2023-05-03 22:12:44,475 INFO [NvdParser] Parsing nvdcve-1.1-2009.json
2023-05-03 22:13:20,596 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2009.meta
2023-05-03 22:13:20,959 INFO [NistMirrorTask] Downloading...
2023-05-03 22:13:20,989 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2008.json.gz
2023-05-03 22:13:21,161 INFO [NistMirrorTask] Downloading...
2023-05-03 22:13:21,696 INFO [NistMirrorTask] Uncompressing nvdcve-1.1-2008.json.gz
2023-05-03 22:13:21,830 INFO [NvdParser] Parsing nvdcve-1.1-2008.json
2023-05-03 22:13:51,097 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2008.meta
2023-05-03 22:13:51,470 INFO [NistMirrorTask] Downloading...
2023-05-03 22:13:51,471 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2007.json.gz
2023-05-03 22:13:51,648 INFO [NistMirrorTask] Downloading...
2023-05-03 22:13:52,163 INFO [NistMirrorTask] Uncompressing nvdcve-1.1-2007.json.gz
2023-05-03 22:13:52,241 INFO [NvdParser] Parsing nvdcve-1.1-2007.json
2023-05-03 22:14:12,089 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2007.meta
2023-05-03 22:14:12,363 INFO [NistMirrorTask] Downloading...
2023-05-03 22:14:12,364 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2006.json.gz
2023-05-03 22:14:12,540 INFO [NistMirrorTask] Downloading...
2023-05-03 22:14:13,058 INFO [NistMirrorTask] Uncompressing nvdcve-1.1-2006.json.gz
2023-05-03 22:14:13,141 INFO [NvdParser] Parsing nvdcve-1.1-2006.json
2023-05-03 22:14:36,963 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2006.meta
2023-05-03 22:14:37,645 INFO [NistMirrorTask] Downloading...
2023-05-03 22:14:37,648 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2005.json.gz
2023-05-03 22:14:37,828 INFO [NistMirrorTask] Downloading...
2023-05-03 22:14:38,282 INFO [NistMirrorTask] Uncompressing nvdcve-1.1-2005.json.gz
2023-05-03 22:14:38,353 INFO [NvdParser] Parsing nvdcve-1.1-2005.json
2023-05-03 22:14:57,784 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2005.meta
2023-05-03 22:14:58,049 INFO [NistMirrorTask] Downloading...
2023-05-03 22:14:58,051 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2004.json.gz
2023-05-03 22:14:58,227 INFO [NistMirrorTask] Downloading...
2023-05-03 22:14:58,594 INFO [NistMirrorTask] Uncompressing nvdcve-1.1-2004.json.gz
2023-05-03 22:14:58,630 INFO [NvdParser] Parsing nvdcve-1.1-2004.json
2023-05-03 22:15:10,957 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2004.meta
2023-05-03 22:15:11,321 INFO [NistMirrorTask] Downloading...
2023-05-03 22:15:11,322 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2003.json.gz
2023-05-03 22:15:11,498 INFO [NistMirrorTask] Downloading...
2023-05-03 22:15:11,760 INFO [NistMirrorTask] Uncompressing nvdcve-1.1-2003.json.gz
2023-05-03 22:15:11,780 INFO [NvdParser] Parsing nvdcve-1.1-2003.json
2023-05-03 22:15:18,162 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2003.meta
2023-05-03 22:15:18,249 INFO [NistMirrorTask] Downloading...
2023-05-03 22:15:18,254 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2002.json.gz
2023-05-03 22:15:18,427 INFO [NistMirrorTask] Downloading...
2023-05-03 22:15:18,913 INFO [NistMirrorTask] Uncompressing nvdcve-1.1-2002.json.gz
2023-05-03 22:15:18,974 INFO [NvdParser] Parsing nvdcve-1.1-2002.json
2023-05-03 22:15:40,099 INFO [NistMirrorTask] Initiating download of https://nvd.nist.gov/feeds/json/cve/1.1/nvdcve-1.1-2002.meta
2023-05-03 22:15:40,372 INFO [NistMirrorTask] Downloading...
2023-05-03 22:15:40,381 INFO [NistMirrorTask] NIST mirroring complete
2023-05-03 22:15:40,383 INFO [NistMirrorTask] Time spent (d/l):   5824ms
2023-05-03 22:15:40,383 INFO [NistMirrorTask] Time spent (parse): 188892ms
2023-05-03 22:15:40,384 INFO [NistMirrorTask] Time spent (total): 200255ms
2023-05-03 22:15:40,421 INFO [EpssMirrorTask] Starting EPSS mirroring task
2023-05-03 22:15:40,422 INFO [EpssMirrorTask] Mirrored data directory created successfully
2023-05-03 22:15:40,422 INFO [EpssMirrorTask] Initiating download of https://epss.cyentia.com/epss_scores-current.csv.gz
2023-05-03 22:15:41,091 INFO [EpssMirrorTask] Downloading...
2023-05-03 22:15:41,150 INFO [EpssMirrorTask] Uncompressing epss_scores-current.csv.gz
2023-05-03 22:15:41,196 INFO [EpssParser] Parsing epss_scores-current.csv
2023-05-03 22:18:57,625 INFO [EpssMirrorTask] EPSS mirroring complete
2023-05-03 22:18:57,627 INFO [EpssMirrorTask] Time spent (d/l):   669ms
2023-05-03 22:18:57,628 INFO [EpssMirrorTask] Time spent (parse): 196427ms
2023-05-03 22:18:57,628 INFO [EpssMirrorTask] Time spent (total): 197204ms
2023-05-03 22:44:03,288 INFO [TeamResource] Team created: admin by: admin / IP Address: 172.17.0.1 / User Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/112.0
2023-05-03 22:44:39,206 INFO [UserResource] Added team membership for: admin / team: admin by: admin / IP Address: 172.17.0.1 / User Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/112.0
2023-05-03 22:45:23,823 INFO [AuthenticationFilter] Invalid API key asserted
2023-05-03 23:09:05,024 INFO [AuthenticationFilter] Invalid API key asserted
2023-05-03 23:09:07,028 INFO [AuthenticationFilter] Invalid API key asserted
2023-05-03 23:11:20,139 INFO [InternalComponentIdentificationTask] Starting internal component identification
2023-05-03 23:11:20,263 INFO [RepositoryMetaAnalyzerTask] Analyzing portfolio component repository metadata
2023-05-03 23:11:20,271 INFO [RepositoryMetaAnalyzerTask] Portfolio component repository metadata analysis complete
2023-05-03 23:11:20,283 INFO [InternalComponentIdentificationTask] Internal component identification completed in 00:00:07
2023-05-03 23:11:30,135 INFO [VulnerabilityMetricsUpdateTask] Executing metrics update on vulnerability database
2023-05-03 23:11:30,137 INFO [PortfolioMetricsUpdateTask] Executing portfolio metrics update
2023-05-03 23:11:30,161 INFO [PortfolioMetricsUpdateTask] Completed portfolio metrics update in 00:00:021
2023-05-03 23:11:31,324 INFO [VulnerabilityMetricsUpdateTask] Completed metrics update on vulnerability database in 00:01:186
2023-05-03 23:13:51,681 INFO [AuthorizationFilter] Unauthorized access attempt made by API Key ****************************nzqx to http://localhost:8099/api/v1/bom
2023-05-03 23:15:19,064 INFO [PermissionResource] Added permission for team: admin / permission: POLICY_MANAGEMENT by: admin / IP Address: 172.17.0.1 / User Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/112.0
2023-05-03 23:15:19,064 INFO [PermissionResource] Added permission for team: admin / permission: BOM_UPLOAD by: admin / IP Address: 172.17.0.1 / User Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/112.0
2023-05-03 23:15:19,067 INFO [PermissionResource] Added permission for team: admin / permission: ACCESS_MANAGEMENT by: admin / IP Address: 172.17.0.1 / User Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/112.0
2023-05-03 23:15:19,068 INFO [PermissionResource] Added permission for team: admin / permission: SYSTEM_CONFIGURATION by: admin / IP Address: 172.17.0.1 / User Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/112.0
2023-05-03 23:15:19,089 INFO [PermissionResource] Added permission for team: admin / permission: POLICY_VIOLATION_ANALYSIS by: admin / IP Address: 172.17.0.1 / User Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/112.0
2023-05-03 23:15:19,096 INFO [PermissionResource] Added permission for team: admin / permission: PORTFOLIO_MANAGEMENT by: admin / IP Address: 172.17.0.1 / User Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/112.0
2023-05-03 23:15:19,098 INFO [PermissionResource] Added permission for team: admin / permission: PROJECT_CREATION_UPLOAD by: admin / IP Address: 172.17.0.1 / User Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/112.0
2023-05-03 23:15:19,114 INFO [PermissionResource] Added permission for team: admin / permission: VIEW_VULNERABILITY by: admin / IP Address: 172.17.0.1 / User Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/112.0
2023-05-03 23:15:19,115 INFO [PermissionResource] Added permission for team: admin / permission: VIEW_PORTFOLIO by: admin / IP Address: 172.17.0.1 / User Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/112.0
2023-05-03 23:15:19,122 INFO [PermissionResource] Added permission for team: admin / permission: VIEW_POLICY_VIOLATION by: admin / IP Address: 172.17.0.1 / User Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/112.0
2023-05-03 23:16:07,424 WARN [BomUploadProcessingTask] The BOM uploaded is not in a supported format. Supported formats include CycloneDX XML and JSON
2023-05-03 23:16:41,187 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 842d3453-1e20-40a3-8b3d-d26671da9ce3
2023-05-04 00:11:18,207 WARN [BomUploadProcessingTask] The BOM uploaded is not in a supported format. Supported formats include CycloneDX XML and JSON
2023-05-04 00:11:30,154 INFO [VulnerabilityMetricsUpdateTask] Executing metrics update on vulnerability database
2023-05-04 00:11:30,154 INFO [PortfolioMetricsUpdateTask] Executing portfolio metrics update
2023-05-04 00:11:30,166 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 9003d9aa-5f96-4bda-a848-db7ffc21ad36
2023-05-04 00:11:30,174 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 842d3453-1e20-40a3-8b3d-d26671da9ce3
2023-05-04 00:11:30,189 INFO [PortfolioMetricsUpdateTask] Completed portfolio metrics update in 00:00:034
2023-05-04 00:11:30,739 INFO [VulnerabilityMetricsUpdateTask] Completed metrics update on vulnerability database in 00:00:584
2023-05-04 00:12:08,918 INFO [FindingResource] Analysis of project 9003d9aa-5f96-4bda-a848-db7ffc21ad36 requested by admin
2023-05-04 00:12:08,963 INFO [PolicyEngine] Evaluating 0 component(s) against applicable policies
2023-05-04 00:12:08,967 INFO [PolicyEngine] Policy analysis complete
2023-05-04 00:12:08,968 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 9003d9aa-5f96-4bda-a848-db7ffc21ad36
2023-05-04 00:25:00,672 WARN [BomUploadProcessingTask] The BOM uploaded is not in a supported format. Supported formats include CycloneDX XML and JSON
2023-05-04 00:26:20,255 WARN [BomUploadProcessingTask] The BOM uploaded is not in a supported format. Supported formats include CycloneDX XML and JSON
2023-05-04 00:28:14,619 INFO [ProjectResource] Project test : 10 created by admin
2023-05-04 00:29:48,265 INFO [ProjectResource] Project r created by admin
2023-05-04 00:31:03,140 WARN [BomUploadProcessingTask] The BOM uploaded is not in a supported format. Supported formats include CycloneDX XML and JSON
2023-05-04 00:31:19,409 WARN [BomUploadProcessingTask] The BOM uploaded is not in a supported format. Supported formats include CycloneDX XML and JSON
2023-05-04 00:32:00,062 WARN [BomUploadProcessingTask] The BOM uploaded is not in a supported format. Supported formats include CycloneDX XML and JSON
2023-05-04 00:32:09,720 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 06b39e94-071c-4b62-8cd4-1eabfe9d6c72
2023-05-04 00:33:39,056 INFO [FindingResource] Analysis of project 9003d9aa-5f96-4bda-a848-db7ffc21ad36 requested by admin
2023-05-04 00:33:39,059 INFO [PolicyEngine] Evaluating 0 component(s) against applicable policies
2023-05-04 00:33:39,060 INFO [PolicyEngine] Policy analysis complete
2023-05-04 00:33:39,061 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 9003d9aa-5f96-4bda-a848-db7ffc21ad36
2023-05-04 00:36:45,707 WARN [BomUploadProcessingTask] The BOM uploaded is not in a supported format. Supported formats include CycloneDX XML and JSON
2023-05-04 00:37:25,308 INFO [FindingResource] Analysis of project 7ef8d732-6815-40e1-bf73-dc88c96b97db requested by admin
2023-05-04 00:37:25,312 INFO [PolicyEngine] Evaluating 0 component(s) against applicable policies
2023-05-04 00:37:25,313 INFO [PolicyEngine] Policy analysis complete
2023-05-04 00:37:25,313 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 7ef8d732-6815-40e1-bf73-dc88c96b97db
2023-05-04 01:11:20,170 INFO [IndexManager] Checking the index project
2023-05-04 01:11:20,197 INFO [IndexManager] Database entity count for type PROJECT : 5.0
2023-05-04 01:11:20,226 INFO [IndexManager] Index document count for type PROJECT : 5.0
2023-05-04 01:11:20,227 INFO [IndexManager] Delta ratio for type PROJECT : 1.0%
2023-05-04 01:11:20,228 INFO [IndexManager] Checking the index component
2023-05-04 01:11:20,229 INFO [IndexManager] Database entity count for type COMPONENT : 0.0
2023-05-04 01:11:20,230 INFO [IndexManager] Index document count for type COMPONENT : 0.0
2023-05-04 01:11:20,231 INFO [IndexManager] Delta ratio for type COMPONENT : 1.0%
2023-05-04 01:11:20,231 INFO [IndexManager] Checking the index servicecomponent
2023-05-04 01:11:20,232 INFO [IndexManager] Database entity count for type SERVICECOMPONENT : 0.0
2023-05-04 01:11:20,233 INFO [IndexManager] Index document count for type SERVICECOMPONENT : 0.0
2023-05-04 01:11:20,233 INFO [IndexManager] Delta ratio for type SERVICECOMPONENT : 1.0%
2023-05-04 01:11:20,234 INFO [IndexManager] Checking the index vulnerability
2023-05-04 01:11:20,235 INFO [IndexManager] Database entity count for type VULNERABILITY : 213904.0
2023-05-04 01:11:20,287 INFO [IndexManager] Index document count for type VULNERABILITY : 213904.0
2023-05-04 01:11:20,287 INFO [IndexManager] Delta ratio for type VULNERABILITY : 1.0%
2023-05-04 01:11:20,287 INFO [IndexManager] Checking the index license
2023-05-04 01:11:20,288 INFO [IndexManager] Database entity count for type LICENSE : 489.0
2023-05-04 01:11:20,292 INFO [IndexManager] Index document count for type LICENSE : 489.0
2023-05-04 01:11:20,292 INFO [IndexManager] Delta ratio for type LICENSE : 1.0%
2023-05-04 01:11:20,292 INFO [IndexManager] Checking the index cpe
2023-05-04 01:11:20,293 INFO [IndexManager] Database entity count for type CPE : 0.0
2023-05-04 01:11:20,294 INFO [IndexManager] Index document count for type CPE : 0.0
2023-05-04 01:11:20,294 INFO [IndexManager] Delta ratio for type CPE : 1.0%
2023-05-04 01:11:20,294 INFO [IndexManager] Checking the index vulnerablesoftware
2023-05-04 01:11:20,294 INFO [IndexManager] Database entity count for type VULNERABLESOFTWARE : 381763.0
2023-05-04 01:11:20,295 INFO [IndexManager] Index document count for type VULNERABLESOFTWARE : 0.0
2023-05-04 01:11:20,295 INFO [IndexManager] Delta ratio for type VULNERABLESOFTWARE : 100.0%
2023-05-04 01:11:20,295 INFO [IndexManager] Delta ratio is above the threshold of 20%
2023-05-04 01:11:20,298 INFO [VulnerableSoftwareIndexer] Starting reindex task. This may take some time.
2023-05-04 01:11:20,298 INFO [IndexManager] Deleting vulnerablesoftware index
2023-05-04 01:11:30,140 INFO [PortfolioMetricsUpdateTask] Executing portfolio metrics update
2023-05-04 01:11:30,140 INFO [VulnerabilityMetricsUpdateTask] Executing metrics update on vulnerability database
2023-05-04 01:11:30,145 INFO [ProjectMetricsUpdateTask] Executing metrics update for project b40cbc55-9742-475a-ae9b-7d6f2a9a0137
2023-05-04 01:11:30,145 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 7ef8d732-6815-40e1-bf73-dc88c96b97db
2023-05-04 01:11:30,152 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 06b39e94-071c-4b62-8cd4-1eabfe9d6c72
2023-05-04 01:11:30,152 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 9003d9aa-5f96-4bda-a848-db7ffc21ad36
2023-05-04 01:11:30,169 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 842d3453-1e20-40a3-8b3d-d26671da9ce3
2023-05-04 01:11:30,174 INFO [PortfolioMetricsUpdateTask] Completed portfolio metrics update in 00:00:033
2023-05-04 01:11:31,414 INFO [VulnerabilityMetricsUpdateTask] Completed metrics update on vulnerability database in 00:01:272
2023-05-04 01:11:35,948 INFO [VulnerableSoftwareIndexer] Reindexing complete
2023-05-04 01:53:46,100 WARN [BomUploadProcessingTask] The BOM uploaded is not in a supported format. Supported formats include CycloneDX XML and JSON
2023-05-04 01:54:32,203 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 7ef8d732-6815-40e1-bf73-dc88c96b97db
2023-05-04 02:05:02,216 WARN [BomUploadProcessingTask] The BOM uploaded is not in a supported format. Supported formats include CycloneDX XML and JSON
2023-05-04 02:11:30,147 INFO [PortfolioMetricsUpdateTask] Executing portfolio metrics update
2023-05-04 02:11:30,147 INFO [VulnerabilityMetricsUpdateTask] Executing metrics update on vulnerability database
2023-05-04 02:11:30,151 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 7ef8d732-6815-40e1-bf73-dc88c96b97db
2023-05-04 02:11:30,152 INFO [ProjectMetricsUpdateTask] Executing metrics update for project b40cbc55-9742-475a-ae9b-7d6f2a9a0137
2023-05-04 02:11:30,275 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 06b39e94-071c-4b62-8cd4-1eabfe9d6c72
2023-05-04 02:11:30,276 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 9003d9aa-5f96-4bda-a848-db7ffc21ad36
2023-05-04 02:11:30,283 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 842d3453-1e20-40a3-8b3d-d26671da9ce3
2023-05-04 02:11:30,286 INFO [PortfolioMetricsUpdateTask] Completed portfolio metrics update in 00:00:138
2023-05-04 02:11:30,941 INFO [VulnerabilityMetricsUpdateTask] Completed metrics update on vulnerability database in 00:00:793
2023-05-04 03:11:30,148 INFO [PortfolioMetricsUpdateTask] Executing portfolio metrics update
2023-05-04 03:11:30,148 INFO [VulnerabilityMetricsUpdateTask] Executing metrics update on vulnerability database
2023-05-04 03:11:30,151 INFO [ProjectMetricsUpdateTask] Executing metrics update for project b40cbc55-9742-475a-ae9b-7d6f2a9a0137
2023-05-04 03:11:30,151 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 7ef8d732-6815-40e1-bf73-dc88c96b97db
2023-05-04 03:11:30,151 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 06b39e94-071c-4b62-8cd4-1eabfe9d6c72
2023-05-04 03:11:30,152 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 9003d9aa-5f96-4bda-a848-db7ffc21ad36
2023-05-04 03:11:30,170 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 842d3453-1e20-40a3-8b3d-d26671da9ce3
2023-05-04 03:11:30,173 INFO [PortfolioMetricsUpdateTask] Completed portfolio metrics update in 00:00:025
2023-05-04 03:11:30,912 INFO [VulnerabilityMetricsUpdateTask] Completed metrics update on vulnerability database in 00:00:764
2023-05-04 03:30:38,243 WARN [BomUploadProcessingTask] The BOM uploaded is not in a supported format. Supported formats include CycloneDX XML and JSON
2023-05-04 03:31:52,445 INFO [ProjectMetricsUpdateTask] Executing metrics update for project c031226c-510d-4eb3-aaf7-f3becbf49e1c
2023-05-04 03:38:22,715 WARN [BomUploadProcessingTask] The BOM uploaded is not in a supported format. Supported formats include CycloneDX XML and JSON
2023-05-04 03:39:29,094 INFO [FindingResource] Analysis of project c031226c-510d-4eb3-aaf7-f3becbf49e1c requested by admin
2023-05-04 03:39:29,098 INFO [PolicyEngine] Evaluating 0 component(s) against applicable policies
2023-05-04 03:39:29,101 INFO [PolicyEngine] Policy analysis complete
2023-05-04 03:39:29,102 INFO [ProjectMetricsUpdateTask] Executing metrics update for project c031226c-510d-4eb3-aaf7-f3becbf49e1c
2023-05-04 03:39:30,772 INFO [FindingResource] Analysis of project c031226c-510d-4eb3-aaf7-f3becbf49e1c requested by admin
2023-05-04 03:39:30,777 INFO [PolicyEngine] Evaluating 0 component(s) against applicable policies
2023-05-04 03:39:30,778 INFO [PolicyEngine] Policy analysis complete
2023-05-04 03:39:30,779 INFO [ProjectMetricsUpdateTask] Executing metrics update for project c031226c-510d-4eb3-aaf7-f3becbf49e1c
2023-05-04 03:41:02,301 WARN [BomUploadProcessingTask] The BOM uploaded is not in a supported format. Supported formats include CycloneDX XML and JSON
2023-05-04 03:42:59,687 WARN [WebComponent] A servlet request to the URI http://localhost:8099/api/v1/search/reindex?type=PROJECT&type=COMPONENT&type=VULNERABILITY&type=LICENSE&type=CPE&type=SERVICECOMPONENT&type=VULNERABLESOFTWARE contains form parameters in the request body but the request body has been consumed by the servlet or a servlet filter accessing the request parameters. Only resource methods using @FormParam will work as expected. Resource methods consuming the request body by other means will not work as expected.
2023-05-04 03:42:59,707 INFO [ProjectIndexer] Starting reindex task. This may take some time.
2023-05-04 03:42:59,707 INFO [IndexManager] Deleting project index
2023-05-04 03:42:59,729 INFO [ProjectIndexer] Reindexing complete
2023-05-04 03:42:59,731 INFO [EventService] An singleton event (IndexEvent) was received but another singleton event of the same type is already in progress. Skipping.
2023-05-04 03:44:03,491 INFO [PortfolioMetricsUpdateTask] Executing portfolio metrics update
2023-05-04 03:44:03,492 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 7ef8d732-6815-40e1-bf73-dc88c96b97db
2023-05-04 03:44:03,492 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 06b39e94-071c-4b62-8cd4-1eabfe9d6c72
2023-05-04 03:44:03,492 INFO [ProjectMetricsUpdateTask] Executing metrics update for project c031226c-510d-4eb3-aaf7-f3becbf49e1c
2023-05-04 03:44:03,492 INFO [ProjectMetricsUpdateTask] Executing metrics update for project b40cbc55-9742-475a-ae9b-7d6f2a9a0137
2023-05-04 03:44:03,496 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 9003d9aa-5f96-4bda-a848-db7ffc21ad36
2023-05-04 03:44:03,496 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 842d3453-1e20-40a3-8b3d-d26671da9ce3
2023-05-04 03:44:03,500 INFO [PortfolioMetricsUpdateTask] Completed portfolio metrics update in 00:00:009
2023-05-04 03:44:25,002 INFO [ProjectMetricsUpdateTask] Executing metrics update for project c031226c-510d-4eb3-aaf7-f3becbf49e1c
2023-05-04 03:44:36,839 INFO [FindingResource] Analysis of project c031226c-510d-4eb3-aaf7-f3becbf49e1c requested by admin
2023-05-04 03:44:36,855 INFO [PolicyEngine] Evaluating 0 component(s) against applicable policies
2023-05-04 03:44:36,856 INFO [PolicyEngine] Policy analysis complete
